,id,popularity,budget,revenue,profit,original_title,director,genres,production_companies,vote_count,vote_average,release_year,budget_adj,revenue_adj
2670,1535,1.063015,92000000,143049560,62866926.50244899,Spy Game,Tony Scott,Action|Crime|Thriller,Universal Pictures|Metropolitan Filmexport|Toho-Towa|Red Wagon Productions|Beacon Communications,342,6.5,2001,113296906.735833,176163833.238282
2671,9705,1.062734,102000000,147080413,55515992.90515001,Swordfish,Dominic Sena,Action|Crime|Thriller,Village Roadshow Pictures|NPV Entertainment|Silver Pictures|Warner Bros.|Jonathan Krane Group,606,6.0,2001,125611787.902772,181127780.807922
2672,9889,1.061903,40000000,141069860,124466331.5459103,Shallow Hal,Bobby Farrelly|Peter Farrelly,Comedy|Romance,Twentieth Century Fox Film Corporation,394,5.5,2001,49259524.667753704,173725856.213664
2675,9989,0.9769969999999999,30000000,17833000,-14983515.915813994,AntiTrust,Peter Howitt,Action|Crime|Drama,Industry Entertainment|Epsilon Motion Pictures|Hyde Park Films|Metro-Goldwyn-Mayer (MGM),82,5.6,2001,36944643.500815295,21961127.5850013
2676,2114,0.9742219999999999,137000000,85131830,-63875034.989656016,Final Fantasy: The Spirits Within,Hironobu Sakaguchi|Motonori Sakakibara,Adventure|Action|Animation|Fantasy|Science Fiction,Columbia Pictures|Square USA|Chris Lee Productions,257,5.6,2001,168713871.98705602,104838836.9974
2678,2057,0.9454290000000001,42000000,35402320,-8124964.517748699,Original Sin,Michael Cristofer,Drama|Thriller|Mystery|Romance,Metro-Goldwyn-Mayer (MGM),115,5.8,2001,51722500.9011414,43597536.3833927
2679,10808,0.913069,70000000,176104344,130666238.76559499,Dr. Dolittle 2,Steve Carr,Comedy|Family|Romance|Fantasy,Twentieth Century Fox Film Corporation,233,4.9,2001,86204168.168569,216870406.934164
2680,8007,0.9047200000000001,40000000,91753202,63733453.2638553,Behind Enemy Lines,John Moore,Action|Drama|Thriller|War,Twentieth Century Fox Film Corporation|Davis Entertainment,270,5.9,2001,49259524.667753704,112992977.931609
2681,8922,0.899763999999999,10000000,59217789,60611122.28344501,Jeepers Creepers,Victor Salva,Horror|Thriller,United Artists|American Zoetrope|Cinerenta Medienbeteiligungs KG|Cinerenta-Cinebeta|VCL Communications,384,6.0,2001,12314881.1669384,72926003.45038341
2684,768,0.8752989999999989,35000000,74558115,48715348.54130851,From Hell,Albert Hughes|Allen Hughes,Horror|Mystery|Thriller,Twentieth Century Fox Film Corporation|Underworld Entertainment,399,6.4,2001,43102084.0842845,91817432.625593
2685,2100,0.8654069999999989,72000000,27642707,-54625479.21820701,The Last Castle,Rod Lurie,Action|Drama|Thriller,DreamWorks SKG,154,7.1,2001,88667144.4019567,34041665.1837497
2686,2043,0.8442350000000001,60000000,105178561,55636861.00082742,Along Came a Spider,Lee Tamahori,Crime|Mystery|Thriller|Action,Paramount Pictures|AZL Productions KG|David Brown Productions|MFP Munich Film Partners|Phase 1 Productions,215,5.8,2001,73889287.00163059,129526148.002458
2687,39939,0.813396,3000000,18492362,19078659.70251927,Super Troopers,Jay Chandrasekhar,Comedy|Crime|Mystery,Fox Searchlight Pictures|Broken Lizard Industries,224,6.7,2001,3694464.35008153,22773124.0526008
2688,2018,0.798104,35000000,94728529,73554973.69110349,The Wedding Planner,Adam Shankman,Comedy,Columbia Pictures Corporation|Intermedia Films|Dee Gee Entertainment|Tapestry Films|Prufrock Pictures,245,5.4,2001,43102084.0842845,116657057.77538799
2689,9896,0.7878350000000001,48000000,85498534,46178999.0144396,Rat Race,Jerry Zucker,Adventure|Comedy,Paramount Pictures|Fireworks Pictures|Alphaville Films,261,5.9,2001,59111429.6013044,105290428.615744
2690,5279,0.7817470000000001,19800000,87754044,83684597.6672899,Gosford Park,Robert Altman,Drama|Mystery|Thriller,USA Films,107,6.6,2001,24383464.7105381,108068062.377828
2691,11470,0.774598,11000000,16000000,6157440.583469199,Jason X,James Isaac,Horror|Science Fiction,New Line Cinema|Sean S. Cunningham Films|Crystal Lake Entertainment,138,4.3,2001,13546369.283632198,19703809.867101397
2692,6073,0.746989,57000000,147845033,111874578.60016002,The Mexican,Gore Verbinski,Action|Comedy|Crime|Romance,DreamWorks SKG|Newmarket Capital Group|Lawrence Bender Productions|Pistolero Productions LLC,258,5.7,2001,70194822.651549,182069401.251709
2693,10866,0.742951,23000000,36642838,16800992.8749792,Joy Ride,John Dahl,Mystery|Thriller|Drama,Regency Enterprises|Epsilon Motion Pictures|LivePlanet|New Regency Pictures|Bad Robot,166,6.2,2001,28324226.6839584,45125219.5589376
2694,10950,0.731548,22000000,40270895,22500390.073861003,I Am Sam,Jessie Nelson,Drama,New Line Cinema,292,7.2,2001,27092738.567264497,49593128.6411255
2699,12508,0.693522,57000000,16991902,-49269497.2585227,Rock Star,Stephen Herek,Music|Drama|Comedy,Warner Bros. Pictures|Bel Air Entertainment,100,5.9,2001,70194822.651549,20925325.3930263
2701,167,0.676114,48000000,50315140,2851067.398482606,K-PAX,Iain Softley,Drama|Science Fiction,Intermedia Films|Lawrence Gordon Productions|PathÃ© Pictures International|IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG,330,7.0,2001,59111429.6013044,61962496.999787
2704,12103,0.65104,50000000,100020092,61599148.893931895,Don't Say a Word,Gary Fleder,Thriller,20th Century Fox|Village Roadshow Pictures|NPV Entertainment|Regency Enterprises|Kopelson Entertainment,106,6.1,2001,61574405.834692106,123173554.728624
2706,9290,0.6353770000000001,21150000,39438674,22522284.7010877,Crocodile Dundee in Los Angeles,Simon Wincer,Adventure|Comedy,Bungalow Productions|Silver Lion Films|Vision View Entertainment,75,4.8,2001,26045973.668074697,48568258.369162396
2707,12149,0.625438,11000000,13110448,2598991.632900303,Frailty,Bill Paxton,Drama|Thriller|Crime,Cinerenta Medienbeteiligungs KG|American Entertainment Partners L.P.|David Kirschner Productions,136,6.8,2001,13546369.283632198,16145360.916532502
2709,5852,0.612923,53000000,29700000,-28693673.1189666,Angel Eyes,Luis Mandoki,Drama|Romance|Thriller,Warner Bros. Pictures|Franchise Pictures|Morgan Creek Productions,51,5.6,2001,65268870.184773706,36575197.065807104
2712,11313,0.589432,31000000,24185781,-8391629.723049399,Hearts in Atlantis,Scott Hicks,Drama|Mystery,Castle Rock Entertainment,60,6.3,2001,38176131.6175091,29784501.8944597
2714,2176,0.578314999999999,30000000,23619609,-7857375.696360394,The Glass House,Daniel Sackheim,Drama|Thriller,Original Film,108,5.3,2001,36944643.500815295,29087267.8044549
2715,2749,0.572909,60000000,56359980,-4482641.374527991,15 Minutes,John Herzfeld,Action|Crime|Thriller,New Line Cinema|Industry Entertainment|Tribeca Productions|New Redemption Pictures,84,5.7,2001,73889287.00163059,69406645.6271026
2717,20857,0.5658770000000001,32000000,40222729,10126193.0502939,Hardball,Brian Robbins,Comedy|Romance,Paramount Pictures|GHS Productions KG|Munich Film Partners & Company (MFP) GHS Productions|Nides/McCormick Productions,62,6.4,2001,39407619.7342029,49533812.7844968
2718,9397,0.561179,80000000,98376292,22630185.2268956,Evolution,Ivan Reitman,Action|Comedy|Science Fiction,"DreamWorks SKG|Columbia Pictures Corporation|Montecito Picture Company, The",362,5.4,2001,98519049.33550741,121149234.56240301
2721,8489,0.554186,107000000,87713825,-23750695.328978002,Ali,Michael Mann,Drama,Columbia Pictures Corporation,253,6.7,2001,131769228.486241,108018533.157263
2723,10972,0.5307029999999989,1500000,373967,-1386696.2585051141,Session 9,Brad Anderson,Horror|Mystery,October Films|USA Films|Scout Productions,94,6.0,2001,1847232.17504076,460535.916535646
2724,11371,0.526992,68000000,71069884,3780525.665628612,The Score,Frank Oz,Action|Crime|Thriller,Paramount Pictures|Mandalay Pictures|Horseshoe Bay Productions,217,6.6,2001,83741191.9351813,87521717.60080992
2725,1365,0.522846,4000000,44909486,50379545.86905313,Monster's Ball,Marc Forster,Drama|Romance,Lions Gate Films|Lee Daniels Entertainment,107,6.4,2001,4925952.46677537,55305498.335828505
2726,10956,0.521071,17700000,30987695,16363638.490752205,Joe Dirt,Dennie Gordon,Mystery|Adventure|Comedy|Romance|Drama,Columbia Pictures|Happy Madison Productions,122,5.5,2001,21797339.665481,38160978.15623321
2728,10877,0.510452,50000000,79958599,36893658.6612961,Exit Wounds,Andrzej Bartkowiak,Action|Crime|Thriller,NPV Entertainment|Warner Bros.,52,5.0,2001,61574405.834692106,98468064.4959882
2729,2575,0.5098779999999989,21000000,28008462,8630837.669300307,The Tailor of Panama,John Boorman,Drama|Thriller,Columbia Pictures|Merlin Films,45,5.7,2001,25861250.4505707,34492088.119871005
2730,1921,0.49961099999999997,40000000,65754228,31716025.73662389,Sweet November,Pat O'Connor,Drama|Romance,Bel Air Entertainment|Warner Bros.,157,6.5,2001,49259524.667753704,80975550.4043776
2731,8386,0.499301,12000000,31155435,23589690.5726013,How High,Jesse Dylan,Comedy,Universal Pictures|Jersey Films|Native Pictures Productions,126,6.5,2001,14777857.4003261,38367547.9729274
2733,10646,0.493288,11000000,23430766,15308340.6104019,Tomcats,Gregory Poirier,Comedy|Romance,Columbia Pictures|Revolution Studios,37,4.8,2001,13546369.283632198,28854709.8940341
2735,11086,0.472538,72000000,37317558,-42711015.18092351,The Majestic,Frank Darabont,Drama|Romance,Village Roadshow Pictures|Castle Rock Entertainment|NPV Entertainment|Darkwoods Productions,82,6.5,2001,88667144.4019567,45956129.2210332
2736,12138,0.471789,62000000,18720175,-53298590.1800892,3000 Miles to Graceland,Demian Lichtenstein,Action|Adventure|Comedy|Thriller|Crime,Franchise Pictures|Warner Bros.|Morgan Creek Productions,85,5.4,2001,76352263.2350183,23053673.0549291
2738,23949,0.467091,100000,490475,480865.322366028,Tape,Richard Linklater,Drama,The Independent Film Channel Productions|Detour Filmproduction|IFC Productions|InDigEnt (Independent Digital Entertainment)|Tape Productions Inc.,28,6.6,2001,123148.811669384,604014.134035412
2741,14752,0.453846,2079000,4099000,2487605.9957215604,Dil Chahta Hai,Farhan Akhtar,Drama|Romance,Excel Entertainment,32,7.3,2001,2560263.7946065,5047869.79032806
2742,10016,0.451722,28000000,14010832,-17227494.154433798,Ghosts of Mars,John Carpenter,Action|Horror|Science Fiction,Screen Gems|Storm King Productions|Animationwerks,135,4.6,2001,34481667.2674276,17254173.112993803
2743,10878,0.447612,22000000,19351569,-3261511.3043835983,Saving Silverman,Dennis Dugan,Comedy|Romance|Crime,Village Roadshow Pictures|NPV Entertainment|Columbia Pictures Corporation,75,5.2,2001,27092738.567264497,23831227.2628809
2745,11091,0.44392299999999996,48000000,35743308,-15093970.547976501,Riding in Cars with Boys,Penny Marshall,Comedy|Drama|Romance,Columbia Pictures,54,6.4,2001,59111429.6013044,44017459.053327896
2747,12610,0.439101,75000000,13596911,-75617174.4317944,Osmosis Jones,Bobby Farrelly|Peter Farrelly,Adventure|Animation|Action|Comedy|Family,Conundrum Entertainment|Warner Bros. Animation|Warner Bros.,128,5.6,2001,92361608.75203821,16744434.320243802
2751,24940,0.42129300000000003,14000000,10424470,-4403222.7058824,Head Over Heels,Mark Waters,Comedy|Romance,Universal Studios,43,5.3,2001,17240833.6337138,12837610.9278314
2753,9799,0.414311,38000000,207283925,208471141.98479098,The Fast and the Furious,Rob Cohen,Action|Crime|Thriller,Universal Pictures|Original Film|Ardustry Entertainment|Mediastream Film GmbH & Co. Productions KG,2505,6.4,2001,46796548.434365995,255267690.41915697
2754,441,0.40848,6000000,705308,-6520350.279553959,Human Nature,Michel Gondry,Drama|Comedy,Fine Line Features|Senator Film Produktion|Beverly Detroit|StudioCanal|Partizan,30,5.7,2001,7388928.70016306,868578.420609101
2755,9816,0.405522,13000000,91038276,96103209.5412741,Save the Last Dance,Thomas Carter,Drama|Family|Romance|Music,MTV Films|Cort/Madden Productions,194,6.4,2001,16009345.517019901,112112555.058294
2760,10054,0.386262,35000000,147934180,139077100.6385635,Spy Kids,Robert Rodriguez,Action|Comedy|Family|Adventure,Dimension Films|Troublemaker Studios|Miramax,467,5.5,2001,43102084.0842845,182179184.722848
2761,5955,0.38279,35000000,29400000,-6896333.453485504,The Pledge,Sean Penn,Crime|Drama|Mystery|Thriller,Epsilon Motion Pictures|Franchise Pictures|Morgan Creek Productions|Clyde Is Hungry Films|Pledge Productions,84,6.1,2001,43102084.0842845,36205750.630798995
2764,3172,0.381751,75000000,67631903,-9073723.898147509,Bandits,Barry Levinson,Action|Comedy|Crime|Romance,Cheyenne Enterprises|Epsilon Motion Pictures|Empire Pictures|Metro-Goldwyn-Mayer (MGM)|Hyde Park Entertainment,173,6.1,2001,92361608.75203821,83287884.8538907
2765,11090,0.380227,22000000,84772742,77303885.8252885,The Animal,Luke Greenfield,Action|Comedy,Revolution Studios|Happy Madison Productions,145,4.5,2001,27092738.567264497,104396624.392553
2766,7501,0.37985599999999997,15000000,12000000,-3694464.3500815034,Knockaround Guys,Brian Koppelman|David Levien,Crime|Thriller,Lawrence Bender Productions,46,5.7,2001,18472321.750407603,14777857.4003261
2769,10691,0.541416,13000000,16929123,4838668.283528496,Crazy/Beautiful,John Stockwell,Drama|Romance,Touchstone Pictures|Ufland,57,6.6,2001,16009345.517019901,20848013.800548397
2772,10477,0.20867,94000000,54744738,-48342388.6707031,Driven,Renny Harlin,Action,Epsilon Motion Pictures|Franchise Pictures|Trackform Film Productions|Mel's Cite du Cinema,90,4.8,2001,115759882.969221,67417494.2985179
2773,14369,0.348262,24000000,14782676,-11351024.973717,Out Cold,Brendan Malloy|Emmett Malloy,Comedy,Spyglass Entertainment|Touchstone Pictures,28,6.1,2001,29555714.8006522,18204689.8269352
2777,13496,0.328665,35000000,13678913,-26256665.2754956,American Outlaws,Les Mayfield,Action|Western,Warner Bros. Pictures|Morgan Creek Productions,26,5.8,2001,43102084.0842845,16845418.8087889
2778,9740,0.324227,87000000,351692268,325965382.622742,Hannibal,Ridley Scott,Crime|Drama|Thriller|Horror,Universal Pictures|Scott Free Productions|Metro-Goldwyn-Mayer (MGM)|Dino De Laurentiis Company,772,6.3,2001,107139466.152364,433104848.775106
2779,11456,0.323191,75000000,54249294,-25554247.852007605,Domestic Disturbance,Harold Becker,Mystery|Thriller|Crime,Paramount Pictures,50,5.4,2001,92361608.75203821,66807360.900030605
2793,26602,0.299969,34000000,19693891,-17617803.2296268,Summer Catch,Mike Tollin,Drama|Comedy|Romance,Tollin/Robbins Productions|Warner Bros.,35,4.8,2001,41870595.9675906,24252792.7379638
2794,2171,0.274314,5000000,295206,-5793897.902492488,Wet Hot American Summer,David Wain,Comedy,Eureka Pictures,163,6.5,2001,6157440.58346921,363542.68097672204
2800,4012,0.353327,1500000,416925,-1333793.9919881802,The Believer,Henry Bean,Drama,Fuller Films|Seven Arts Pictures,78,6.8,2001,1847232.17504076,513438.18305258
2801,34549,0.269944,12000000,17292381,6517504.310516298,Max Keeble's Big Move,Tim Hill,Comedy|Family|Fantasy|Science Fiction,Walt Disney Pictures|Karz Entertainment,18,5.3,2001,14777857.4003261,21295361.710842397
2802,23685,0.263042,75000000,5409517,-85699852.84948488,Monkeybone,Henry Selick,Adventure|Fantasy|Animation|Action|Comedy,20th Century Fox|1492 Pictures,37,4.0,2001,92361608.75203821,6661755.90255333
2810,17708,0.239869,11000000,23978402,15982747.836675601,Corky Romano,Rob Pritts,Action|Comedy|Crime,Robert Simonds Productions|Touchstone Pictures,20,4.4,2001,13546369.283632198,29529117.1203078
2820,331,0.167033,93000000,368780809,339620789.095715,Jurassic Park III,Joe Johnston,Adventure|Action|Thriller|Science Fiction,Universal Studios|Amblin Entertainment,1366,5.6,2001,114528394.85252701,454149183.948242
2823,1722,0.20688,57000000,62112895,6296469.434403405,Captain Corelli's Mandolin,John Madden,Drama|History|Romance,Miramax Films|Universal Pictures,67,5.6,2001,70194822.651549,76491292.0859524
2832,15647,0.195196,1000000,10013424,11099924.54672306,Kissing Jessica Stein,Charles Herman-Wurmfeld,Comedy,Fox Searchlight Pictures|Eden Wurmfeld Films|Cineric|Michael Alden Productions|Brad Zions Films,22,5.9,2001,1231488.11669384,12331412.6634169
2836,11370,0.19156600000000001,40000000,27053815,-15943072.984020103,The Musketeer,Peter Hyams,Action|Adventure|Drama,"Crystal Sky Worldwide|MDP Worldwide|ApolloMedia Distribution|Carousel Picture Company, The|Signature Entertainment",32,5.1,2001,49259524.667753704,33316451.6837336
2837,35080,0.189393,7000000,3646994,-4129187.0442031603,The Cat's Meow,Peter Bogdanovich,Drama|Mystery|Thriller,Lions Gate Films|Dan Films|CP Medien AG,19,5.7,2001,8620416.8168569,4491229.77265374
2845,20794,0.164669,6000000,2025238,-4894872.16968626,Novocaine,David Atkins,Comedy|Crime|Thriller,Numb Gums Production Inc.,12,5.9,2001,7388928.70016306,2494056.5304767997
2846,16723,0.26321,11000000,13276953,2804040.561770402,Sugar & Spice,Francine McDougall,Crime|Comedy,New Line Cinema,31,5.4,2001,13546369.283632198,16350409.8454026
2849,11380,0.148963,10000000,7316658,-3304503.786025461,Bones,Ernest R. Dickerson,Action|Horror|Thriller,New Line Cinema,17,4.0,2001,12314881.1669384,9010377.38091294
2854,13408,0.12891,7000000,10229331,3976882.751371,The Wash,DJ Pooh,Action|Comedy,Lionsgate,15,5.6,2001,8620416.8168569,12597299.5682279
2855,19058,0.128169,15000000,163169,-18271381.065894786,Down,Dick Maas,Action|Horror|Mystery|Thriller,First Floor Features,10,3.7,2001,18472321.750407603,200940.68451281698
2856,15745,0.126065,5000000,5476060,586262.23283327,Made,Jon Favreau,Action|Comedy|Thriller,Artisan Entertainment,19,5.8,2001,6157440.58346921,6743702.81630248
2865,16161,0.089976,16000000,29381649,16479341.725268107,Baby Boy,John Singleton,Drama|Comedy|Crime,Columbia Pictures,29,7.4,2001,19703809.867101397,36183151.592369504
2875,155,8.46666799999999,185000000,1001921825,827367505.226985,The Dark Knight,Christopher Nolan,Drama|Action|Crime|Thriller,DC Comics|Legendary Pictures|Warner Bros.|Syncopy,8432,8.1,2008,187365527.254695,1014733032.48168
2876,10681,5.678119000000001,180000000,521311860,345676089.768546,WALLÂ·E,Andrew Stanton,Animation|Family,Walt Disney Pictures|Pixar Animation Studios,4209,7.6,2008,182301594.08565,527977683.854196
2877,1726,4.977955000000001,140000000,585174222,450866501.757995,Iron Man,Jon Favreau,Action|Science Fiction|Adventure,Marvel Studios,6220,7.3,2008,141790128.733283,592656630.491278
2878,8681,3.647612,25000000,226830568,204411301.56451192,Taken,Pierre Morel,Action|Thriller|Crime,Twentieth Century Fox Film Corporation|M6 Films|Canal+|TPS Star|Grive Productions,3075,7.2,2008,25319665.8452291,229730967.409741
2879,217,3.16167,185000000,786636033,609328932.640372,Indiana Jones and the Kingdom of the Crystal Skull,Steven Spielberg,Adventure|Action,Lucasfilm|Paramount Pictures,1537,5.6,2008,187365527.254695,796694459.895067
2880,8966,3.1076650000000003,37000000,392616625,360163764.5603268,Twilight,Catherine Hardwicke,Adventure|Fantasy|Drama|Romance,Summit Entertainment|Maverick Films|Imprint Entertainment|Goldcrest Pictures|Temple Hill Entertainment,2013,5.8,2008,37473105.4509392,397636870.011266
2881,10764,3.0866759999999998,200000000,586090727,391027527.743264,Quantum of Solace,Marc Forster,Adventure|Action|Thriller|Crime,Eon Productions,2149,6.0,2008,202557326.761833,593584854.505097
2882,9502,3.036644,130000000,631744560,508160183.95446205,Kung Fu Panda,Mark Osborne|John Stevenson,Animation|Family,DreamWorks Animation,1938,6.8,2008,131662262.39519098,639822446.349653
2883,13523,2.90047,19000000,18755936,-247184.75699400157,Sex Drive,Sean Anders,Comedy|Adventure|Romance,"Summit Entertainment, LLC|Alloy Entertainment|Goldcrest Pictures",167,5.9,2008,19242946.042374104,18995761.285380103
2884,11631,2.543535,52000000,609841637,564974553.7358252,Mamma Mia!,Phyllida Lloyd,Comedy|Romance,Universal Pictures|Internationale Filmproduktion Richter|Playtone|Relativity Media|Littlestar,805,6.2,2008,52664904.9580767,617639458.6939019
2885,4922,2.5373419999999998,150000000,333932083,186283955.19107795,The Curious Case of Benjamin Button,David Fincher,Fantasy|Drama|Thriller|Mystery|Romance,"Paramount Pictures|Warner Bros.|Kennedy/Marshall Company, The",1899,7.2,2008,151917995.071375,338201950.26245296
2886,1735,2.5113939999999997,145000000,401128639,259403662.11493298,The Mummy: Tomb of the Dragon Emperor,Rob Cohen,Adventure|Fantasy|Action|Thriller,"Universal Pictures|China Film Co-Production Corporation|Relativity Media|Alphaville Films|Sommers Company, The",826,5.1,2008,146854061.902329,406257724.017262
2887,1724,2.349544,150000000,163712074,13887405.26900199,The Incredible Hulk,Louis Leterrier,Science Fiction|Action|Adventure,Universal Pictures|Marvel Studios|Valhalla Motion Pictures|MVL Incredible Productions,1868,6.1,2008,151917995.071375,165805400.340377
2888,13223,2.2453060000000002,33000000,269958228,239988126.0895045,Gran Torino,Clint Eastwood,Drama,Village Roadshow Pictures|Malpaso Productions|Gerber Pictures|Warner Bros.|Double Nickel Entertainment,1809,7.6,2008,33421958.915702503,273410085.005207
2889,10527,2.217084,150000000,603900354,459704211.61244905,Madagascar: Escape 2 Africa,Eric Darnell|Tom McGrath,Family|Animation,DreamWorks Animation,1147,6.1,2008,151917995.071375,611622206.6838241
2890,11253,2.188028,85000000,160388063,76352022.5551628,Hellboy II: The Golden Army,Guillermo del Toro,Adventure|Fantasy|Science Fiction,Universal Pictures|Dark Horse Entertainment|Lawrence Gordon Productions|Mid Atlantic Films|Relativity Media,927,6.4,2008,86086863.8737792,162438886.428942
2891,8247,2.017536,85000000,222231186,138985910.92257977,Jumper,Doug Liman,Adventure|Fantasy|Science Fiction,Dune Entertainment|Hypnotic|New Regency Pictures,1082,5.9,2008,86086863.8737792,225072774.79635897
2892,88751,1.996757,45000000,101702060,57427088.47744449,Journey to the Center of the Earth,Eric Brevig,Action|Science Fiction|Adventure|Comedy|Family,New Line Cinema|Walden Media,704,5.7,2008,45575398.5214125,103002486.99885699
2893,8909,1.982998,75000000,258270008,185613414.4804985,Wanted,Timur Bekmambetov,Action|Thriller|Crime,Universal Pictures|Spyglass Entertainment|Bazelevs Production|Kickstart Productions|Marc Platt Productions,1670,6.3,2008,75958997.5356875,261572412.016186
2895,12405,1.929591,15000000,377910544,367550948.2316135,Slumdog Millionaire,Danny Boyle|Loveleen Tandan,Drama|Romance,Celador Films|Warner Bros.|Film4,1547,7.5,2008,15191799.5071375,382742747.738751
2896,13387,1.886872,30000000,108979549,79989431.571476,Transporter 3,Olivier Megaton,Action|Adventure|Thriller|Crime,Europa Corp|TF1 Films Production|Grive Productions|EuropaCorp,719,5.9,2008,30383599.014275,110373030.585751
2897,2253,1.8451650000000002,75000000,200276000,126877858.33707649,Valkyrie,Bryan Singer,Drama|Thriller|History|War,United Artists|Achte Babelsberg Film|Metro-Goldwyn-Mayer (MGM)|Bad Hat Harry Productions,725,6.6,2008,75958997.5356875,202836855.872764
2898,7840,1.841839,105000000,266000000,163058648.043276,"10,000 BC",Roland Emmerich,Adventure|Action|Drama|Fantasy,Centropolis Entertainment|Legendary Pictures|Warner Bros.|Moonlighting Films|The Department of Trade and Industry of South Africa,586,5.2,2008,106342596.549962,269401244.593238
2899,8960,1.800286,150000000,624029371,480090610.98176694,Hancock,Peter Berg,Fantasy|Action,Columbia Pictures|Weed Road Pictures|Forward Pass|Relativity Media|Overbrook Entertainment,1764,6.0,2008,151917995.071375,632008606.053142
2900,12162,1.742288,15000000,42000000,27345239.1128475,The Hurt Locker,Kathryn Bigelow,Drama|Thriller|War,Summit Entertainment|Kingsgate Films|Grosvenor Park Media Ltd.|Voltage Pictures|Film Capital Europe Funds (FCEF ),1207,7.2,2008,15191799.5071375,42537038.619985
2901,9029,1.682909,35000000,170000000,136726195.5642372,What Happens in Vegas,Tom Vaughan,Comedy|Romance,Twentieth Century Fox Film Corporation|Regency Enterprises|Mosaic Media Group|21 Laps Entertainment|Penn Station Entertainment,573,5.8,2008,35447532.1833208,172173727.747558
2902,2454,1.6283450000000002,225000000,419651413,197140349.338468,The Chronicles of Narnia: Prince Caspian,Andrew Adamson,Adventure|Family|Fantasy,Walt Disney|Walden Media|Stillking Films|Ozumi Films|Propeler,891,6.1,2008,227876992.607062,425017341.94553
2903,7446,1.622426,92000000,188072649,97301094.78183961,Tropic Thunder,Ben Stiller,Action|Comedy,DreamWorks SKG|Goldcrest Pictures|Red Hour Films|Internationale Filmproduktion Stella-del-Sud Second,970,6.4,2008,93176370.3104434,190477465.092283
2904,13027,1.611632,80000000,178066569,99320510.30672358,Eagle Eye,D.J. Caruso,Mystery|Thriller|Action,DreamWorks SKG|K/O Paper Products|Goldcrest Pictures|KMP Film Invest,645,6.2,2008,81022930.70473342,180343441.011457
2905,14574,1.6106200000000002,12500000,20416563,8017789.1921083,The Boy in the Striped Pyjamas,Mark Herman,War|Drama,Miramax Films|BBC Films|Heyday Films,746,7.6,2008,12659832.9226145,20677622.1147228
2906,7555,1.605544,50000000,113244290,64052971.57675071,Rambo,Sylvester Stallone,Action|Thriller,Rogue Marble|Nu Image Films|Lionsgate|Millennium Films|Emmett/Furla Films,570,6.2,2008,50639331.6904583,114692303.26720901
2907,10483,1.5830790000000001,45000000,73762516,29130291.759522296,Death Race,Paul W.S. Anderson,Action|Thriller|Science Fiction,Universal Pictures|Cruise/Wagner Productions|Impact Pictures|Relativity Media|Scion Films,743,5.9,2008,45575398.5214125,74705690.2809348
2908,8328,1.561177,23000000,150816700,129451045.3375962,Step Up 2: The Streets,Jon M. Chu,Music|Drama|Romance,Summit Entertainment|Offspring Entertainment|Touchstone Pictures,369,6.4,2008,23294092.577610802,152745137.915207
2909,10200,1.559851,80000000,233093859,155051414.1134646,The Day the Earth Stood Still,Scott Derrickson,Drama|Science Fiction|Thriller,Twentieth Century Fox Film Corporation|Dune Entertainment III|Earth Canada Productions|Hammerhead Productions|3 Arts Entertainment,585,5.1,2008,81022930.70473342,236074344.818198
2911,11321,1.531599,55000000,168167691,114614724.8238458,Seven Pounds,Gabriele Muccino,Drama,Columbia Pictures|Escape Artists|Relativity Media|Overbrook Entertainment,1235,7.4,2008,55703264.8595042,170317989.68335
2912,7191,1.499784,25000000,170764026,147627857.2230119,Cloverfield,Matt Reeves,Action|Thriller|Science Fiction,Paramount Pictures|Bad Robot,1373,6.4,2008,25319665.8452291,172947523.068241
2913,13053,1.480497,150000000,309979994,162025599.60007,Bolt,Chris Williams|Byron Howard,Animation|Family|Adventure|Comedy,Walt Disney Pictures|Walt Disney Animation Studios,1119,6.3,2008,151917995.071375,313943594.671445
2914,9870,1.4759879999999999,30000000,105173115,76134326.093799,Forgetting Sarah Marshall,Nicholas Stoller,Comedy|Romance|Drama,Universal Pictures|Apatow Productions,750,6.3,2008,30383599.014275,106517925.108074
2915,6972,1.468543,130000000,49554002,-81474631.51783827,Australia,Baz Luhrmann,Drama,Bazmark Films|Ingenious Film Partners|Twentieth Century Fox Film Corporation|Dune Entertainment III|ScreenWest,411,6.3,2008,131662262.39519098,50187630.87735271
2916,10201,1.462377,70000000,225990978,157985577.5132193,Yes Man,Peyton Reed,Comedy|Romance,The Zanuck Company|Heyday films|Warner Bros.,1032,6.3,2008,70895064.3666417,228880641.879861
2917,14306,1.462242,60000000,244082376,186436169.932633,Marley & Me,David Frankel,Comedy|Family,Sunswept Entertainment|Dune Entertainment III,820,6.8,2008,60767198.02855,247203367.961183
2918,12113,1.446456,70000000,113280098,43833504.764350295,Body of Lies,Ridley Scott,Action|Drama|Thriller,Scott Free Productions|De Line Pictures|Warner Bros.,530,6.5,2008,70895064.3666417,114728569.130992
2919,4944,1.435434,37000000,163720069,128340392.11857477,Burn After Reading,Ethan Coen|Joel Coen,Comedy|Drama,Mike Zoss Productions|Studio Canal|Relativity Media|Focus Features|Working Title Films,738,6.3,2008,37473105.4509392,165813497.56951398
